Companies;Date;Revenue;Net Income;Assets;non-current assets;Liabilities;Equity;Shares outstanding;Debt-to-Equity;Current Ratio;Earnings per Share;Return On Capital Employed;Net Margin Profit;Inventory Turnover Ratio
ANTM;01/07/2023;9238;959;13232;22268;10883;24617;24;0.13;1.71;39.90;3.71;10.38;8.23
ANTM;01/10/2023;10149;229;20065;22787;11686;31166;24;0.09;2.34;9.53;-2.35;2.26;10.58
AUTO;01/01/2008;1262;166;1895;1826;1111;2609;1;0.13;2.42;230.84;10.19;13.14;0.00
AUTO;01/04/2008;1422;216;1979;1891;1191;2678;1;0.12;2.28;298.26;5.46;15.19;3.92
AUTO;01/07/2008;1429;193;2177;2022;1404;2795;1;0.12;1.97;267.88;4.09;13.50;5.37
AUTO;01/10/2008;1165;9;1863;2119;1191;2790;1;0.13;2.13;-6.05;0.49;0.77;6.59
AUTO;01/01/2009;1212;132;1994;2138;1207;2925;1;0.12;2.28;176.86;2.54;10.88;1.59
AUTO;01/04/2009;1293;181;2003;2189;1217;2975;1;0.10;2.21;247.92;3.24;14.00;3.83
AUTO;01/07/2009;1359;234;2162;2309;1248;3223;1;0.09;2.28;321.91;4.26;17.21;6.32
AUTO;01/10/2009;1402;221;2131;2514;1262;3383;1;0.08;2.17;303.63;2.45;15.76;8.69
AUTO;01/01/2010;1508;278;2424;2587;1343;3668;1;0.07;2.30;382.99;3.43;18.44;2.45
AUTO;01/04/2010;1538;291;2201;2774;1373;3602;1;0.06;1.98;398.15;3.46;18.90;4.57
AUTO;01/07/2010;1569;263;2372;2975;1463;3885;1;0.06;1.98;370.53;3.51;16.77;6.25
AUTO;01/10/2010;1640;309;2200;3386;1483;4103;1;0.08;1.76;437.25;3.93;18.84;7.67
AUTO;01/01/2011;1819;284;2642;3516;1776;4382;1;0.08;1.79;335.92;2.27;15.60;2.10
AUTO;01/04/2011;1744;241;2758;3659;2158;4259;4;0.15;1.46;57.37;2.43;13.83;3.58
AUTO;01/07/2011;1888;299;2698;4081;2217;4562;4;0.19;1.45;70.98;3.03;15.85;4.86
AUTO;01/10/2011;1913;277;2564;4400;2241;4723;4;0.20;1.35;65.56;3.25;14.49;6.49
AUTO;01/01/2012;2128;287;3231;4556;2813;4974;4;0.24;1.31;68.09;2.35;13.47;1.87
AUTO;01/04/2012;2034;287;3198;4724;2954;4968;4;0.26;1.30;68.83;2.59;14.10;3.45
AUTO;01/07/2012;2007;256;3267;5204;3246;5224;4;0.30;1.18;61.94;2.01;12.76;4.85
AUTO;01/10/2012;2109;306;3206;5676;3397;5485;4;0.32;1.16;74.31;1.71;14.50;6.21
AUTO;01/01/2013;2361;287;3668;5914;3833;5749;4;0.32;1.14;69.14;2.31;12.16;1.70
AUTO;01/04/2013;2600;269;5442;7143;3437;9148;5;0.09;1.92;52.29;1.69;10.35;3.17
AUTO;01/07/2013;2800;128;5147;7239;3303;9083;5;0.04;1.86;26.41;1.79;4.57;4.58
AUTO;01/10/2013;2941;374;5030;7588;3059;9559;5;0.04;1.89;74.77;2.24;12.73;5.98
AUTO;01/01/2014;3094;304;5303;8067;3510;9859;5;0.08;1.69;55.09;1.44;9.83;1.65
AUTO;01/04/2014;3132;222;5406;8034;3807;9633;5;0.10;1.56;39.04;1.54;7.09;3.22
AUTO;01/07/2014;2952;198;5594;8390;4267;9717;5;0.14;1.43;39.31;1.25;6.70;4.44
AUTO;01/10/2014;3077;232;5138;9243;4244;10137;5;0.16;1.33;47.42;0.36;7.54;5.94
AUTO;01/01/2015;2874;79;5578;9326;4692;10213;5;0.20;1.33;18.14;0.87;2.75;1.41
AUTO;01/04/2015;2850;64;5093;9355;4412;10036;5;0.20;1.31;13.44;0.65;2.25;2.78
AUTO;01/07/2015;2946;15;5168;9423;4567;10024;5;0.19;1.28;5.57;1.04;0.51;4.36
AUTO;01/10/2015;3054;164;4797;9542;4196;10143;5;0.16;1.32;28.95;0.99;5.36;5.89
AUTO;01/01/2016;3123;112;4921;9558;4221;10258;5;0.15;1.33;16.75;1.42;3.59;1.53
AUTO;01/04/2016;3312;93;5151;9406;4291;10266;5;0.13;1.38;14.82;1.48;2.81;3.20
AUTO;01/07/2016;3122;141;5174;9564;4453;10286;5;0.13;1.48;27.27;1.07;4.52;4.74
AUTO;01/10/2016;3249;137;4904;9708;4076;10537;5;0.11;1.51;27.93;0.15;4.22;6.20
AUTO;01/01/2017;3472;148;5459;9450;4236;10673;5;0.10;1.60;30.62;0.81;4.27;1.70
AUTO;01/04/2017;3000;42;5355;9492;4283;10564;5;0.10;1.56;10.54;-0.08;1.40;3.05
AUTO;01/07/2017;3503;175;5403;9548;4211;10740;5;0.07;1.61;35.70;1.02;4.99;4.31
AUTO;01/10/2017;3575;182;5229;9534;4003;10759;5;0.07;1.72;37.55;1.25;5.09;5.60
AUTO;01/01/2018;3838;157;5745;9544;4372;10917;5;0.06;1.69;30.29;1.14;4.09;1.56
AUTO;01/04/2018;3580;62;5593;9541;4331;10803;5;0.06;1.67;12.41;-0.10;1.73;3.02
AUTO;01/07/2018;4082;227;6214;9677;4928;10962;5;0.06;1.45;43.23;1.03;5.57;4.54
AUTO;01/10/2018;3856;235;6014;9876;4626;11264;5;0.08;1.48;40.84;1.02;6.09;5.73
AUTO;01/01/2019;3943;189;5981;10246;4818;11408;5;0.10;1.41;33.06;1.45;4.79;1.42
AUTO;01/04/2019;3645;81;5808;10139;4666;11282;5;0.10;1.42;17.91;0.80;2.22;2.82
AUTO;01/07/2019;4041;294;6193;10240;4945;11487;5;0.08;1.51;55.31;1.34;7.27;4.42
AUTO;01/10/2019;3816;253;5545;10471;4365;11651;5;0.07;1.61;47.18;0.94;6.63;6.17
AUTO;01/01/2020;3842;111;6108;10679;5007;11780;5;0.09;1.54;23.80;0.99;2.89;1.56
AUTO;01/04/2020;1811;448;5181;10071;4166;11086;5;0.13;1.65;-85.24;-1.84;24.71;2.40
AUTO;01/07/2020;2977;49;5624;9963;4442;11145;5;0.12;1.65;11.03;0.57;1.64;4.13
AUTO;01/10/2020;3239;250;5154;10026;3909;11271;5;0.07;1.86;50.87;1.37;7.72;6.49
AUTO;01/01/2021;3616;172;5950;10060;4558;11453;5;0.06;1.75;34.01;0.44;4.76;1.97
AUTO;01/04/2021;3535;102;6062;10021;4608;11475;5;0.05;1.76;21.40;0.18;2.88;3.51
AUTO;01/07/2021;3889;184;6595;10057;5047;11605;5;0.05;1.58;37.22;0.80;4.73;4.86
AUTO;01/10/2021;4111;178;6622;10325;5102;11846;5;0.05;1.53;34.21;-0.24;4.34;6.02
AUTO;01/01/2022;4581;239;7238;10488;5642;12085;5;0.05;1.49;46.75;0.78;5.21;1.65
AUTO;01/04/2022;4000;215;7197;10372;5488;12082;5;0.05;1.54;42.98;0.74;5.38;2.82
AUTO;01/07/2022;4915;456;7939;10506;5906;12540;5;0.04;1.55;82.83;2.29;9.27;4.09
AUTO;01/10/2022;5084;564;7826;10696;5470;13052;5;0.04;1.68;102.68;3.29;11.10;5.62
AUTO;01/01/2023;4974;477;8362;10888;5729;13521;5;0.06;1.67;89.82;1.96;9.59;1.57
AUTO;01/04/2023;4409;402;8177;10987;5729;13435;5;0.04;1.65;76.48;1.71;9.11;3.07
AUTO;01/07/2023;4702;558;8670;11118;5813;13975;5;0.04;1.73;105.84;2.29;11.87;4.62
AUTO;01/10/2023;4564;575;7957;11656;5073;14540;5;0.03;1.84;110.12;2.13;12.60;6.18
UNVR;01/01/2008;3787;703;3100;3122;2822;3400;8;0.03;1.20;92.48;53.75;18.55;0.00
UNVR;01/04/2008;3833;665;3774;3169;4149;2794;8;0.04;0.97;87.46;28.03;17.36;3.55
UNVR;01/07/2008;4135;678;3340;3240;3107;3474;8;0.04;1.19;89.11;28.29;16.41;4.70
UNVR;01/10/2008;3822;360;3103;3401;3398;3107;0;0.05;1.00;0;15.34;9.41;6.12
UNVR;01/01/2009;4482;769;4006;3435;3566;3876;8;0.05;1.24;100.76;28.00;17.18;1.89
UNVR;01/04/2009;4473;726;4430;3507;5013;2923;8;0.07;0.95;95.18;26.79;16.22;3.57
UNVR;01/07/2009;4557;783;3488;3639;3421;3706;0;0.04;1.13;0;29.62;17.14;4.91
UNVR;01/10/2009;4734;766;3599;3886;3776;3709;8;0.04;1.04;100.31;26.30;16.18;6.56
UNVR;01/01/2010;4973;972;4597;4041;3957;4681;8;0.03;1.28;127.44;28.73;19.57;1.69
UNVR;01/04/2010;4950;798;5429;4341;6573;3196;8;0.05;0.88;104.43;24.43;16.12;3.09
UNVR;01/07/2010;4762;781;4074;4534;4631;3977;8;0.20;0.96;102.26;26.31;16.38;4.30
UNVR;01/10/2010;5005;836;3748;4953;4652;4049;8;0.05;0.85;109.46;26.23;16.71;5.87
UNVR;01/01/2011;5668;999;5053;5280;5296;5037;8;0.00;1.00;130.81;27.94;17.62;1.62
UNVR;01/04/2011;5796;1070;5994;5602;8103;3493;8;0.00;0.77;140.26;31.18;18.47;2.95
UNVR;01/07/2011;5858;957;4587;5910;6047;4450;8;0.11;0.80;125.45;30.58;16.35;4.48
UNVR;01/10/2011;6147;1138;4446;6036;6801;3681;8;0.19;0.69;149.14;32.13;18.50;6.27
UNVR;01/01/2012;6604;1163;5699;6296;7152;4844;8;0.15;0.84;152.39;33.99;17.52;1.89
UNVR;01/04/2012;6755;1167;7474;6461;10182;3752;8;0.19;0.76;152.95;32.30;17.19;3.60
UNVR;01/07/2012;6984;1324;5772;6650;7316;5106;8;0.14;0.84;173.52;37.90;18.97;4.87
UNVR;01/10/2012;6959;1186;5036;6949;8017;3968;8;0.26;0.67;155.38;31.54;17.01;6.46
UNVR;01/01/2013;7576;1432;5828;7078;7506;5400;8;0.02;0.84;187.68;37.07;18.89;1.75
UNVR;01/04/2013;7855;1392;7072;7121;9949;4244;8;0.00;0.76;182.43;34.29;17.75;3.51
UNVR;01/07/2013;7595;1267;6118;7222;7830;5510;8;0.09;0.85;166.00;30.81;16.66;5.48
UNVR;01/10/2013;7732;1262;5863;7485;9094;4255;8;0.23;0.70;165.42;30.16;16.36;7.33
UNVR;01/01/2014;8725;1361;6957;7357;8699;5616;8;0.01;0.87;178.37;33.12;15.60;2.13
UNVR;01/04/2014;8857;1487;8505;7452;11685;4272;8;0.00;0.78;194.89;34.61;16.80;3.97
UNVR;01/07/2014;8507;1201;7520;7650;9697;5473;8;0.20;0.85;157.40;29.18;14.12;5.74
UNVR;01/10/2014;8422;1690;6337;7944;9682;4599;8;0.27;0.71;221.44;38.96;20.05;7.53
UNVR;01/01/2015;9413;1592;6726;8047;8434;6338;8;0.02;0.87;208.61;33.54;16.92;2.09
UNVR;01/04/2015;9388;1339;8189;8297;11983;4503;8;0.00;0.73;175.48;30.05;14.26;4.34
UNVR;01/07/2015;8745;1253;7423;8561;10229;5756;8;0.25;0.79;164.16;28.70;14.28;5.94
UNVR;01/10/2015;8937;1669;6623;9107;10903;4827;8;0.35;0.65;218.69;37.54;17.68;7.60
UNVR;01/01/2016;9988;1570;7366;9287;10256;6397;8;0.11;0.78;205.77;33.53;15.23;2.10
UNVR;01/04/2016;10757;1728;9444;9476;14030;4890;8;0.14;0.72;226.50;36.00;16.19;4.07
UNVR;01/07/2016;9356;1452;6879;9870;10406;6343;8;0.20;0.72;190.35;30.90;16.05;5.87
UNVR;01/10/2016;9952;1640;6588;10158;12041;4704;8;0.51;0.61;214.96;34.20;16.74;8.27
UNVR;01/01/2017;10846;1961;7997;10590;11921;6665;8;0.26;0.75;256.99;38.60;16.41;2.17
UNVR;01/04/2017;10418;1663;8625;10662;14380;4906;8;0.09;0.65;217.97;31.91;18.62;4.23
UNVR;01/07/2017;9950;1605;7961;10854;12391;6424;8;0.28;0.72;210.41;31.59;15.92;6.13
UNVR;01/10/2017;9991;1775;7942;10965;13733;5173;8;0.67;0.63;232.66;34.17;15.35;8.10
UNVR;01/01/2018;10747;1839;9311;10931;13229;7013;8;0.29;0.78;241.04;34.25;15.61;2.12
UNVR;01/04/2018;10437;1691;9477;11049;15514;5012;8;0.96;0.66;221.59;31.76;18.31;4.23
UNVR;01/07/2018;10348;3774;9019;10980;11028;8970;8;0.00;0.89;494.58;63.18;17.91;6.56
UNVR;01/10/2018;10271;1806;8325;11198;11945;7578;8;0.06;0.75;236.69;26.47;16.80;8.11
UNVR;01/01/2019;10665;1749;10012;12028;12978;9062;8;0.00;0.91;229.16;24.33;18.63;2.05
UNVR;01/04/2019;10793;1949;9788;12040;16752;5075;8;0.75;0.66;255.40;29.41;17.78;4.07
UNVR;01/07/2019;10904;1812;8889;11925;13926;6888;8;0.33;0.75;237.53;31.40;35.61;6.57
UNVR;01/10/2019;10562;1883;8530;12119;15368;5282;8;0.55;0.65;246.82;31.47;16.90;8.94
UNVR;01/01/2020;11153;1863;9495;12049;14324;7219;38;0.28;0.78;48.83;28.09;16.43;2.10
UNVR;01/04/2020;10619;1757;9439;11913;12544;8808;38;0.00;0.93;46.05;22.84;18.04;4.22
UNVR;01/07/2020;10685;1819;9298;11781;14593;6486;38;0.30;0.76;47.67;23.53;16.65;6.23
UNVR;01/10/2020;10516;1725;8828;11706;15597;4937;38;0.61;0.66;45.22;29.36;17.83;8.10
UNVR;01/01/2021;10283;1698;9981;11665;15085;6561;38;0.35;0.78;44.51;27.68;16.52;1.84
UNVR;01/04/2021;9894;1348;8699;11575;16260;4014;38;0.96;0.63;35.33;23.66;13.62;3.77
UNVR;01/07/2021;9853;1333;8761;11446;14881;5326;38;0.36;0.70;34.94;25.05;13.53;5.97
UNVR;01/10/2021;9516;1379;7642;11426;14747;4321;38;0.43;0.61;36.16;25.96;14.49;7.90
UNVR;01/01/2022;10838;2021;9091;11302;14010;6383;38;0.06;0.78;52.98;34.54;18.63;2.12
UNVR;01/04/2022;10625;1409;11093;11051;17578;4566;38;0.00;0.72;36.93;23.93;13.26;4.14
UNVR;01/07/2022;10076;1182;9348;10894;14511;5731;38;0.00;0.76;30.97;20.99;11.71;6.05
UNVR;01/10/2022;9680;753;7568;10750;14321;3997;38;0.15;0.61;19.75;15.24;7.78;8.01
UNVR;01/01/2023;10605;1405;8937;10621;14216;5343;38;0.00;0.73;36.84;28.15;13.24;2.01
UNVR;01/04/2023;9687;1354;9534;10417;16016;3936;38;0.00;0.68;35.49;26.84;13.96;4.08
UNVR;01/07/2023;10214;1430;8517;10408;13543;5381;38;0.00;0.73;37.47;27.75;14.00;6.64
UNVR;01/10/2023;8106;612;6192;10472;13283;3381;38;0.00;0.55;16.04;12.92;7.55;8.22
AMRT;01/01/2008;1668;12;907;810;1257;461;3;0.56;0.75;-4.02;-4.53;0.72;0.00
AMRT;01/04/2008;1938;56;1039;860;1382;517;3;0.50;0.83;18.27;11.68;2.89;5.82
AMRT;01/07/2008;2470;68;1223;988;1626;585;3;0.44;0.82;21.93;10.69;2.75;8.07
AMRT;01/10/2008;2233;21;1241;1065;1701;606;3;0.75;0.79;6.80;9.49;0.94;11.02
AMRT;01/01/2009;2099;28;1072;1146;1508;709;3;0.41;0.77;-8.24;-2.53;1.33;3.06
AMRT;01/04/2009;2427;53;1146;1213;1630;729;3;0.36;0.76;15.34;8.31;2.19;6.39
AMRT;01/07/2009;3063;88;1319;1241;1743;817;3;0.10;0.81;25.52;12.06;2.87;9.30
AMRT;01/10/2009;2966;74;1534;1326;1969;891;3;0.41;0.83;21.69;9.07;2.49;11.35
AMRT;01/01/2010;2849;25;1437;1460;2031;866;3;0.47;0.75;-7.20;-1.54;0.88;3.03
AMRT;01/04/2010;3283;58;1815;1693;2630;879;3;0.70;0.72;17.02;7.92;1.77;5.55
AMRT;01/07/2010;3951;119;1870;1887;2760;997;3;0.74;0.80;34.58;12.50;3.01;7.83
AMRT;01/10/2010;3980;103;2165;2098;3178;1085;3;0.79;0.78;30.15;9.56;2.58;9.76
AMRT;01/01/2011;3899;15;1972;2185;3062;1094;3;0.85;0.78;-4.30;0.82;0.39;2.64
AMRT;01/04/2011;4444;79;2258;2272;3342;1188;3;0.72;0.80;23.08;6.39;1.78;5.61
AMRT;01/07/2011;5074;162;2169;2364;3197;1335;3;0.57;0.80;47.18;11.56;3.18;8.59
AMRT;01/10/2011;4810;134;2582;2433;3554;1460;3;0.69;0.83;39.14;9.37;2.79;11.29
AMRT;01/01/2012;5016;9;3049;2571;2978;2642;4;0.09;1.14;2.51;1.20;0.18;2.98
AMRT;01/04/2012;5568;117;3446;2795;3671;2570;4;0.01;0.99;31.04;4.77;2.10;5.15
AMRT;01/07/2012;6490;191;3370;3212;3689;2893;4;0.21;0.97;50.52;7.84;2.94;7.37
AMRT;01/10/2012;6292;164;4068;3436;4404;3100;4;0.33;1.00;43.34;6.46;2.61;9.85
AMRT;01/01/2013;7431;27;4514;4390;6587;2317;4;1.34;0.85;8.21;2.34;0.36;2.70
AMRT;01/04/2013;8170;123;6043;4721;8579;2185;4;1.57;0.82;31.83;5.58;1.51;4.37
AMRT;01/07/2013;9515;212;5775;5034;8412;2397;38;1.80;0.82;5.14;8.88;2.23;6.37
AMRT;01/10/2013;9781;207;5727;5235;8359;2604;38;1.50;0.82;5.12;8.98;2.12;8.97
AMRT;01/01/2014;9144;11;5726;5453;8564;2615;38;1.70;0.81;0.27;2.53;0.12;2.34
AMRT;01/04/2014;10148;111;7754;5738;10936;2557;38;1.93;0.94;2.90;4.86;1.09;4.17
AMRT;01/07/2014;11235;216;6961;5981;10170;2773;38;1.95;0.91;5.36;7.35;1.92;5.79
AMRT;01/10/2014;11247;234;7805;6187;10986;3007;39;1.69;0.91;5.48;8.46;2.08;7.65
AMRT;01/01/2015;10299;39;7155;6481;10668;2968;39;1.90;0.87;-1.00;1.91;0.38;1.84
AMRT;01/04/2015;12115;90;9468;6837;11869;4435;39;1.05;1.08;2.33;3.54;0.74;3.63
AMRT;01/07/2015;12962;172;7683;7077;10151;4609;42;0.98;1.10;4.07;4.49;1.33;5.61
AMRT;01/10/2015;12889;241;7739;7457;10346;4850;42;0.84;1.10;5.56;5.87;1.87;8.69
AMRT;01/01/2016;12271;67;7690;7797;10571;4916;42;0.90;1.06;1.60;2.55;0.51;2.13
AMRT;01/04/2016;14599;17;11130;8525;14887;4768;42;1.30;0.97;0.57;1.70;0.12;3.83
AMRT;01/07/2016;14503;254;9148;8678;12804;5022;42;1.26;0.98;6.50;5.64;1.73;5.44
AMRT;01/10/2016;14734;216;10233;9241;14180;5295;42;1.31;0.90;5.81;5.46;1.48;7.81
AMRT;01/01/2017;13763;46;10740;9659;15038;5361;42;1.37;0.88;1.77;2.76;0.31;1.72
AMRT;01/04/2017;16756;8;13545;10133;18503;5175;42;1.76;0.93;0.05;1.98;0.05;3.57
AMRT;01/07/2017;15086;9;11145;10416;16377;5184;42;1.69;0.88;0.52;2.21;0.06;5.32
AMRT;01/10/2017;15860;210;11544;10358;16652;5250;42;1.54;0.88;4.89;4.98;1.32;7.35
AMRT;01/01/2018;14675;123;12168;10303;17098;5373;42;1.49;0.90;2.91;3.28;0.83;1.65
AMRT;01/04/2018;18138;101;12524;10054;17191;5387;42;1.29;0.98;2.35;2.92;0.56;3.71
AMRT;01/07/2018;16792;120;11548;9802;15838;5512;42;1.11;1.03;2.82;2.87;0.71;5.70
AMRT;01/10/2018;17212;324;12791;9375;16148;6018;42;0.96;1.15;7.59;5.21;1.87;7.63
AMRT;01/01/2019;16716;205;13752;9383;16913;6222;42;0.92;1.16;4.86;3.10;1.22;1.75
AMRT;01/04/2019;19441;207;13344;9181;16214;6311;42;0.90;1.06;4.78;3.61;1.06;3.66
AMRT;01/07/2019;17954;256;14077;9178;16682;6573;42;0.85;1.09;6.02;3.86;1.28;5.76
AMRT;01/10/2019;18834;471;14783;9209;17108;6884;42;0.78;1.12;11.13;6.31;2.42;7.88
AMRT;01/01/2020;19335;356;18759;11420;22886;7293;42;1.10;1.00;8.44;4.45;1.85;1.86
AMRT;01/04/2020;18751;152;11451;11928;16545;6834;42;0.77;0.86;3.44;2.49;0.81;3.55
AMRT;01/07/2020;18284;151;12977;12371;18351;6997;42;0.60;0.88;3.50;2.56;0.82;5.67
AMRT;01/10/2020;19458;429;13559;12412;18334;7636;42;0.65;0.88;10.19;6.27;2.22;7.86
AMRT;01/01/2021;19239;507;16335;12593;20783;8145;42;0.62;0.92;12.03;6.18;2.09;1.74
AMRT;01/04/2021;22797;369;13754;12789;18417;8126;42;0.50;0.89;8.52;4.68;1.62;3.63
AMRT;01/07/2021;21138;263;13657;13085;18357;8386;42;0.37;0.84;6.11;4.76;1.24;5.66
AMRT;01/10/2021;21730;850;14212;13282;18504;8990;42;0.35;0.87;20.32;10.23;3.91;7.59
AMRT;01/01/2022;22909;688;18023;13612;21976;9660;42;0.32;0.91;16.27;7.77;3.00;1.73
AMRT;01/04/2022;24978;592;14502;14396;19420;9478;42;0.34;0.84;13.92;6.65;2.37;3.35
AMRT;01/07/2022;24252;513;14936;14934;19888;9982;42;0.32;0.84;11.98;5.61;2.12;5.55
AMRT;01/10/2022;24786;1115;15664;15082;19276;11471;42;0.27;0.90;26.59;11.29;4.50;8.02
AMRT;01/01/2023;26167;791;20555;15499;23970;12085;42;0.26;0.92;18.68;7.47;3.02;1.80
AMRT;01/04/2023;27667;857;17028;15982;20803;12206;42;0.25;0.88;20.15;7.95;3.10;3.54
AMRT;01/07/2023;26191;608;16549;16462;19003;14008;42;0.15;0.94;13.91;5.32;2.32;6.18
AMRT;01/10/2023;26920;1229;17326;16920;18541;15705;42;0.13;1.00;29.22;9.58;4.57;8.29
BYAN;01/01/2008;772;16;903;2137;2868;171;3;10.74;0.52;5.71;0.68;2.07;0.00
BYAN;01/04/2008;1120;14;1009;2556;3952;388;3;6.54;0.54;-4.86;0.60;1.25;5.54
BYAN;01/07/2008;1525;29;2735;3205;4111;1829;3;1.47;1.38;11.34;4.12;1.90;9.34
BYAN;01/10/2008;1460;11;2739;4008;4734;2013;3;1.36;0.58;-1.13;2.37;0.75;8.82
BYAN;01/01/2009;1749;113;2879;4223;4888;2215;3;1.27;0.59;33.27;5.44;6.46;2.12
BYAN;01/04/2009;2037;2;2316;4401;4258;2459;3;0.95;0.95;4.49;3.10;0.10;4.49
BYAN;01/07/2009;2063;67;2283;4436;4207;2512;3;0.86;0.93;20.53;3.90;3.25;6.99
BYAN;01/10/2009;1904;42;2315;4865;4707;2474;3;1.00;0.86;-11.43;-0.43;2.21;9.05
BYAN;01/01/2010;1884;144;2347;4901;4581;2667;3;0.96;0.93;45.08;5.08;7.64;2.13
BYAN;01/04/2010;1904;18;2443;4856;4880;2418;3;1.25;1.11;6.69;2.49;0.95;4.11
BYAN;01/07/2010;2328;328;2753;5070;4823;3000;3;0.92;1.11;103.00;9.68;14.08;6.07
BYAN;01/10/2010;2629;252;2911;5461;5334;3038;3;1.01;0.99;79.45;8.27;9.59;9.69
BYAN;01/01/2011;3171;647;3358;5516;5161;3713;3;0.75;1.21;191.09;15.57;20.40;3.44
BYAN;01/04/2011;3200;344;3735;5534;5532;3737;3;0.68;1.21;100.48;10.92;10.75;7.05
BYAN;01/07/2011;2883;373;5178;5894;6891;4182;3;0.95;1.14;109.18;8.80;12.93;6.66
BYAN;01/10/2011;3982;509;3667;10719;7955;6432;3;0.77;0.65;148.77;2.66;12.78;7.26
BYAN;01/01/2012;3665;321;4613;10477;8146;6944;3;0.70;0.79;90.58;5.30;8.76;2.06
BYAN;01/04/2012;3793;144;4442;11345;9139;6648;3;0.78;1.22;52.76;3.53;3.80;4.06
BYAN;01/07/2012;2930;87;3982;13132;10319;6795;3;1.06;1.21;26.38;1.11;2.97;5.32
BYAN;01/10/2012;3371;21;4447;14014;11618;6843;3;1.23;1.16;-5.50;1.12;0.62;6.35
BYAN;01/01/2013;3161;136;4923;13965;11780;7109;3;1.24;1.18;42.41;1.68;4.30;1.56
BYAN;01/04/2013;3040;17;5204;13653;11643;7213;3;1.28;1.30;3.74;1.09;0.56;3.40
BYAN;01/07/2013;3670;481;6102;15748;13969;7880;3;1.48;1.20;-140.17;-1.08;13.10;4.92
BYAN;01/10/2013;4126;313;5784;13328;13625;5487;3;2.42;1.10;-38.86;2.45;7.59;6.30
BYAN;01/01/2014;2730;24;5035;12088;12012;5111;3;2.30;1.09;-3.41;1.30;0.88;1.26
BYAN;01/04/2014;2618;97;4801;12447;12007;5242;3;2.24;0.78;-25.75;0.18;3.71;2.60
BYAN;01/07/2014;2676;189;4489;12723;12043;5169;3;2.35;0.70;-56.34;-0.02;7.07;4.29
BYAN;01/10/2014;2279;2040;4021;10431;11273;3179;3;3.98;0.62;-430.96;-3.18;89.44;7.26
BYAN;01/01/2015;1421;251;4490;9744;11141;3093;3;4.26;0.45;-72.74;-0.73;17.69;1.19
BYAN;01/04/2015;1705;77;4062;10063;10892;3233;3;4.10;0.42;19.39;1.93;4.51;2.70
BYAN;01/07/2015;1592;232;3631;10970;11280;3321;3;4.55;0.37;-65.95;-0.04;14.57;3.70
BYAN;01/10/2015;1697;723;3884;9054;10563;2375;3;6.58;1.89;-147.23;4.28;42.63;3.86
BYAN;01/01/2016;1247;18;3242;8605;9580;2267;3;6.63;2.35;-3.20;1.39;1.45;0.76
BYAN;01/04/2016;1675;473;3033;7980;9243;1770;3;8.34;2.44;-65.93;2.38;28.21;1.96
BYAN;01/07/2016;1975;135;2956;7891;8991;1857;3;7.35;2.72;35.30;4.55;6.84;3.64
BYAN;01/10/2016;2567;598;3010;8071;8552;2528;3;4.29;2.55;149.73;7.83;23.30;6.60
BYAN;01/01/2017;2497;745;3269;7931;7955;3245;3;2.57;2.30;211.63;10.51;29.83;1.74
BYAN;01/04/2017;3138;971;4004;8013;7864;4153;3;1.71;1.94;273.77;12.50;30.93;3.73
BYAN;01/07/2017;4047;1359;4274;8246;7013;5507;3;0.80;1.45;386.60;18.76;33.58;5.31
BYAN;01/10/2017;4779;1505;4199;7842;5056;6985;3;0.23;1.02;427.85;22.41;31.48;6.48
BYAN;01/01/2018;5612;1756;5573;8304;5036;8841;3;0.10;1.37;502.72;26.89;31.29;2.62
BYAN;01/04/2018;6445;2388;6704;8372;5846;9230;3;0.18;1.39;671.70;31.69;37.09;4.58
BYAN;01/07/2018;6490;1952;7214;9211;5138;11287;3;0.04;1.77;563.53;22.95;30.05;5.22
BYAN;01/10/2018;5733;1496;7117;9549;6847;9819;3;0.25;1.24;436.10;16.35;26.11;6.50
BYAN;01/01/2019;5205;1238;7719;9389;5905;11203;3;0.14;1.59;359.95;13.58;23.80;1.58
BYAN;01/04/2019;6936;1402;10160;9510;11403;8267;3;0.40;0.98;398.21;17.22;20.21;4.09
BYAN;01/07/2019;4045;466;5278;10121;6878;8521;3;0.34;0.91;132.99;6.89;11.52;5.06
BYAN;01/10/2019;3159;149;7223;10543;9160;8606;3;0.62;0.89;40.48;3.31;4.72;4.64
BYAN;01/01/2020;5340;658;9115;13111;12959;9266;3;0.99;2.07;174.53;6.04;12.31;1.29
BYAN;01/04/2020;4610;425;8544;11292;10853;8984;3;0.83;2.42;122.51;3.92;9.23;3.12
BYAN;01/07/2020;5016;679;8734;11526;11332;8928;3;0.86;2.34;187.32;6.17;13.52;6.41
BYAN;01/10/2020;4430;3026;10695;11824;10541;11978;3;0.53;3.25;886.78;8.12;68.25;8.77
BYAN;01/01/2021;7301;2584;13914;12757;11107;15564;3;0.39;3.78;725.09;16.45;35.39;2.66
BYAN;01/04/2021;7585;2637;8959;13273;8483;13749;3;0.20;1.89;745.32;18.51;34.77;5.26
BYAN;01/07/2021;10162;4519;13041;13732;8506;18267;3;0.12;2.79;1323.58;29.98;44.42;7.48
BYAN;01/10/2021;15675;8335;20252;14496;8150;26599;3;0.00;3.13;2400.76;42.91;53.13;11.99
BYAN;01/01/2022;11253;5458;26639;15566;9371;32834;3;0.00;3.53;1587.44;21.79;48.53;2.82
